Date,Month,Year,Company,City,ZIP,County,FIPS,MSA,CBSA,ZCTA,CDRegion,Companies,Employees
2/20/09,Feb,2009,Rayonier,Baxley,31513,Appling County,13001,,,31513,Coastal,1,115
1/31/11,Jan,2011,Land O Sun Dairies Llc,Baxley,31513,Appling County,13001,,,31513,Coastal,1,61
4/27/20,Apr,2020,Interfor US INC,Baxley,31513,Appling County,13001,,,31513,Coastal,1,162
11/25/08,Nov,2008,Fleetwood Homes,Willacoochee,31650,Atkinson County,13003,"Douglas, GA",20060,31650,Coastal,1,113
8/3/09,Aug,2009,Fleetwood Homes,Alma,31510,Bacon County,13005,,,31510,Coastal,1,76
6/1/18,Jun,2018,Distribution South,Alma,31510,Bacon County,13005,,,31510,Coastal,1,66
3/22/19,Mar,2019,Richmond Baking,Alma,31510,Bacon County,13005,,,31510,Coastal,1,150
4/3/07,Apr,2007,"Stantex, Inc.",Milledgeville,31061,Baldwin County,13009,"Milledgeville, GA",33300,31061,East,1,40
11/13/08,Nov,2008,Mohawk Industries,Milledgeville,31061,Baldwin County,13009,"Milledgeville, GA",33300,31061,East,1,120
1/27/09,Jan,2009,Shaw Industries,Milledgeville,31061,Baldwin County,13009,"Milledgeville, GA",33300,31061,East,1,150
2/20/09,Feb,2009,Rheem Manufacturing,Milledgeville,31061,Baldwin County,13009,"Milledgeville, GA",33300,31061,East,1,1200
3/11/09,Mar,2009,"T&s Hardwoods, Inc.",Milledgeville,31061,Baldwin County,13009,"Milledgeville, GA",33300,31061,East,1,90
10/31/13,Oct,2013,Central State Hospital,Milledgeville,31062,Baldwin County,13009,"Milledgeville, GA",33300,31062,East,1,35
8/31/14,Aug,2014,Central State Hospital,Milledgeville,31062,Baldwin County,13009,"Milledgeville, GA",33300,31062,East,1,159
5/31/15,May,2015,DBHDD/Central State Hospital,Milledgeville,31062,Baldwin County,13009,"Milledgeville, GA",33300,31062,East,1,72
10/26/19,Oct,2019,"Mohawk Industries, Inc.",Milledgeville,31061,Baldwin County,13009,"Milledgeville, GA",33300,31061,East,1,198
3/9/20,Mar,2020,"Mount Vernon Mills, Inc.",Alto,30510,Banks County,13011,,,30510,Northeast,1,600
10/10/08,Oct,2008,Hagemeyer North America,Auburn,30011,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30011,Northeast,1,100
2/2/11,Feb,2011,Greatwide,Auburn,30011,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30011,Northeast,1,102
1/14/14,Jan,2014,PUR Foods,Cartersville,30120,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northeast,1,30
4/30/14,Apr,2014,Multi-Pack Solutions,Winder,30680,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30680,Northeast,1,48
12/1/15,Dec,2015,Huntsman Corps Pigments,Cartersville,30120,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northeast,1,9
12/16/16,Dec,2016,Southeast Service Corporation,Auburn,30011,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30011,Northeast,1,98
3/20/20,Mar,2020,GDOTS Inc,Statham,30666,Barrow County,13013,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30666,Northeast,1,2
7/27/07,Jul,2007,Bacova Guild,Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,92
1/8/08,Jan,2008,"Wheeler's, Inc.",Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,39
4/22/09,Apr,2009,"Trinity North American Freight Car, Inc.",Cartersville,30121,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30121,Northwest,1,659
6/24/10,Jun,2010,Mohawk Industries,Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,229
10/23/12,Oct,2012,Kmart Store # 3685,Cartersville,30121,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30121,Northwest,1,74
5/9/13,May,2013,Atr Applied Theroplast Resources,Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,91
2/28/14,Feb,2014,ATOS,Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,1
10/3/14,Oct,2014,Wynn Buick GMC,Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,36
11/28/14,Nov,2014,Springs Global,Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,24
10/24/16,Oct,2016,Gossen,Cartersville,30121,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30121,Northwest,1,50
1/8/17,Jan,2017,Trinity Rail,Cartersville,30121,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30121,Northwest,1,298
6/3/19,Jun,2019,"Faltec America, Inc.",Adairsville,30103,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30103,Northwest,1,46
3/17/20,Mar,2020,"America's Auto Auction Atlanta, Inc.",Cartersville,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,65
4/4/20,Apr,2020,Vision Works (Cartersville),Cartersville,30121,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30121,Northwest,1,6
4/11/20,Apr,2020,Floor Covering Installation,,30120,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30120,Northwest,1,2
5/9/20,May,2020,VMC Specialty Alloys LLC,Adairsville,30103,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30103,Northwest,1,120
5/12/20,May,2020,Trinity Industries Inc.,Cartersville,30121,Bartow County,13015,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30121,Northwest,1,138
2/28/07,Feb,2007,Delphi,Fitzgerald,31750,Ben Hill County,13017,"Fitzgerald, GA",22340,31750,South,1,240
9/7/07,Sep,2007,Shaw Industries,Fitzgerald,31750,Ben Hill County,13017,"Fitzgerald, GA",22340,31750,South,1,556
8/26/08,Aug,2008,Pace American,Fitzgerald,31750,Ben Hill County,13017,"Fitzgerald, GA",22340,31750,South,1,40
6/7/10,Jun,2010,Pace American,Fitzgerald,31750,Ben Hill County,13017,"Fitzgerald, GA",22340,31750,South,1,111
9/19/11,Sep,2011,Pace American,Fitzgerald,31750,Ben Hill County,13017,"Fitzgerald, GA",22340,31750,South,1,56
11/21/16,Nov,2016,Shaw Plant M3,Fitzgerald,31750,Ben Hill County,13017,"Fitzgerald, GA",22340,31750,South,1,210
6/14/13,Jun,2013,Propex,Nashville,31639,Berrien County,13019,,,31639,South,1,219
3/27/07,Mar,2007,Parisian Store (macon #435),Macon,31207,Bibb County,13021,"Macon-Bibb County, GA",31420,31207,Central,1,63
10/9/08,Oct,2008,Dillard's,Macon,31206,Bibb County,13021,"Macon-Bibb County, GA",31420,31206,Central,1,60
11/13/08,Nov,2008,Lockheed Martin Afss,Macon,31297,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,29
2/5/09,Feb,2009,The Telegraph,Macon,31208,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,57
2/12/09,Feb,2009,"Wal-mart Stores, Inc. Return Center 9194",Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,399
7/22/10,Jul,2010,Cox Communications,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,71
8/31/11,Aug,2011,Bway Corporation,Macon,31217,Bibb County,13021,"Macon-Bibb County, GA",31420,31217,Central,1,73
2/13/12,Feb,2012,Sears Holdings,Macon,31206,Bibb County,13021,"Macon-Bibb County, GA",31420,31206,Central,1,13
5/22/12,May,2012,Ferry Morse Seed Company,Macon,31217,Bibb County,13021,"Macon-Bibb County, GA",31420,31217,Central,1,0
8/30/14,Aug,2014,"Boeing- Macon, Georgia",Macon,31201,Bibb County,13021,"Macon-Bibb County, GA",31420,31201,Central,1,464
4/3/15,Apr,2015,Fresenius Medical Care,Macon,31210,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,32
6/30/15,Jun,2015,Macon-Bibb EOC,Macon,31201,Bibb County,13021,"Macon-Bibb County, GA",31420,31201,Central,1,150
1/9/16,Jan,2016,Ryder Integrated Logistics,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,124
12/16/16,Dec,2016,The Boeing Company/Macon,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,39
3/24/17,Mar,2017,Boeing,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,18
7/21/17,Jul,2017,Boeing,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,5
7/31/17,Jul,2017,JC Penney,Macon,31206,Bibb County,13021,"Macon-Bibb County, GA",31420,31206,Central,1,75
10/19/17,Oct,2017,Bombardier Aircraft Services,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,89
11/6/17,Nov,2017,HAECO American Airframe Services,Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,161
12/31/18,Dec,2018,"Trane U.S., Inc.",Macon,31216,Bibb County,13021,"Macon-Bibb County, GA",31420,31216,Central,1,132
6/1/19,Jun,2019,"BGA Enterprises, LLC",Jeffersonville,31044,Bibb County,13021,"Macon-Bibb County, GA",31420,31044,Central,1,3
12/20/19,Dec,2019,Steel Services Co,Macon,31206,Bibb County,13021,"Macon-Bibb County, GA",31420,31206,Central,1,15
2/28/20,Feb,2020,Simply Southern Cleaning Service,,31211,Bibb County,13021,"Macon-Bibb County, GA",31420,31211,Central,1,6
3/15/20,Mar,2020,Bloomin Brands (Bonefish 1705),Macon,31210,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,72
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 1101),Macon,31210,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,97
3/15/20,Mar,2020,Bloomin Brands (Outback 1132),Macon,31210,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,73
3/19/20,Mar,2020,"Ranson, Inc",Macon,31210,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,18
3/30/20,Mar,2020,KAYBEE OF MACON INC,Macon,31201,Bibb County,13021,"Macon-Bibb County, GA",31420,31201,Central,1,9
4/4/20,Apr,2020,Vision Works (Macon),Macon,31210,Bibb County,13021,"Macon-Bibb County, GA",31420,31210,Central,1,5
4/12/20,Apr,2020,"The Finish Line, Inc.",Macon,31206,Bibb County,13021,"Macon-Bibb County, GA",31420,31206,Central,1,10
4/23/20,Apr,2020,YKK U.S.A. Inc.,Macon,31217,Bibb County,13021,"Macon-Bibb County, GA",31420,31217,Central,1,80
5/10/20,May,2020,Exxon Mobile,,31211,Bibb County,13021,"Macon-Bibb County, GA",31420,31211,Central,1,3
8/21/20,Aug,2020,"Freeman Management Firm, LLC",,31206,Bibb County,13021,"Macon-Bibb County, GA",31420,31206,Central,1,5
2/8/10,Feb,2010,Acuity Brands Lighting,Cochran,31014,Bleckley County,13023,,,31014,West,1,475
3/14/12,Mar,2012,Acuity Brands Lighting,Cochran,31014,Bleckley County,13023,,,31014,West,1,450
5/15/20,May,2020,Sodexo (Middle GA State University),Cochran,31014,Bleckley County,13023,,,31014,Central,1,97
3/29/07,Mar,2007,Micro Craft,Quitman,31643,Brooks County,13027,"Valdosta, GA",46660,31643,South,1,121
8/1/14,Aug,2014,Hobart/ITW Food Equipment,Richmond,31324,Bryan County,13029,"Savannah, GA",42340,31324,Coastal,1,42
8/11/14,Aug,2014,"EveryWare Global, Inc.",Black Creek,31308,Bryan County,13029,"Savannah, GA",42340,31308,Coastal,1,62
3/31/20,Mar,2020,Sunshine Restaurant Inc,Richmond Hill,31324,Bryan County,13029,"Savannah, GA",42340,31324,Coastal,1,1
10/5/09,Oct,2009,Cintas,Portal,30450,Bulloch County,13031,"Statesboro, GA",44340,30450,Coastal,1,12
11/24/09,Nov,2009,Emerson Electric / Daniel Measurement,Statesboro,30461,Bulloch County,13031,"Statesboro, GA",44340,30461,Coastal,1,8
5/28/16,May,2016,Spartan Nash,Statesboro,30458,Bulloch County,13031,"Statesboro, GA",44340,30458,Coastal,1,60
1/26/07,Jan,2007,"S. Lichtenberg & Co., Inc.",Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,61
5/9/07,May,2007,Cummins Filtration,Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,329
10/19/07,Oct,2007,"S. Lichtenberg & Co., Inc",Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,58
5/7/12,May,2012,"Asta, Inc",Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,0
8/22/12,Aug,2012,One Care Company,Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,101
5/31/16,May,2016,Butler (Formerly Evercare),Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,42
8/19/16,Aug,2016,Capital City Bank,Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,8
10/28/16,Oct,2016,"Sam Dong Georgia, Inc.",Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,56
8/25/19,Aug,2019,Golden & Golden,Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,1
6/29/20,Jun,2020,Richmond County Constructors LLC,Waynesboro,30830,Burke County,13033,"Augusta-Richmond County, GA-SC",12260,30830,East,1,1302
9/12/07,Sep,2007,H D Supply,Jackson,30233,Butts County,13035,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30233,West,1,103
8/31/20,Aug,2020,Meena Corporation,,30233,Butts County,13035,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30233,West,1,5
3/1/10,Mar,2010,Electric Boat Corp,Kings Bay,31547,Camden County,13039,"St. Marys, GA",41220,31547,Coastal,1,10
4/6/11,Apr,2011,Bayer Cropscience,Woodbine,31569,Camden County,13039,"St. Marys, GA",41220,31569,Coastal,1,40
8/1/11,Aug,2011,Lockheed Martin,Kings Bay,31547,Camden County,13039,"St. Marys, GA",41220,31547,Coastal,1,16
8/2/11,Aug,2011,Vt Group,Kings Bay,31547,Camden County,13039,"St. Marys, GA",41220,31547,Coastal,1,381
1/3/14,Jan,2014,Electric Boat,Kings Bay,31547,Camden County,13039,"St. Marys, GA",41220,31547,Coastal,1,2
3/21/20,Mar,2020,R&J LUNCH BOX,Kingsland,31548,Camden County,13039,"St. Marys, GA",41220,31548,Coastal,1,15
11/30/20,Nov,2020,Kings Bay Support Services,Kings Bay,31547,Camden County,13039,"St. Marys, GA",41220,31547,Coastal,1,29
11/30/20,Nov,2020,"Aptim Federal Services, LLC",Kings Bay,31547,Camden County,13039,"St. Marys, GA",41220,31547,Coastal,1,210
5/27/14,May,2014,RR Donnelley,Metter,30439,Candler County,13043,,,30439,Coastal,1,92
7/6/07,Jul,2007,Sony Music Entertainment Inc.,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,83
1/25/08,Jan,2008,Sony Music Entertainment Inc.,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,100
1/29/08,Jan,2008,Fresh Express Company,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,150
4/29/08,Apr,2008,Sony Entertainment,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,42
9/12/08,Sep,2008,Citizens Bank & Trust Of West Georgia,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,35
9/19/08,Sep,2008,Doosan (blaw-knox Small Paver Division/bobcat),Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,147
8/7/09,Aug,2009,Carlisle Tire & Wheel Co.,Carrollton,30116,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30116,Northwest,1,175
8/26/11,Aug,2011,Fluor,Roopville,30170,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30170,Northwest,1,50
7/11/12,Jul,2012,Sony Dadc/distribution Center,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,127
8/5/14,Aug,2014,"Southwire Company, LLC",Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,44
3/30/15,Mar,2015,Insteel Wire Products,Newnan,30265,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30265,Northwest,1,20
4/30/16,Apr,2016,"Aramark Educational Services, LLC",Carrollton,30118,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30118,Northwest,1,234
5/21/16,May,2016,Maplehurst Bakeries,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,140
6/30/16,Jun,2016,Maplehurst Bakeries,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,0
1/12/18,Jan,2018,Greenway Health,Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,96
3/30/20,Mar,2020,Pinnacle Staffing,,30180,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30180,Northwest,1,50
3/31/20,Mar,2020,handyman of villarica llc,Villa Rica,30180,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30180,Northwest,1,10
4/2/20,Apr,2020,Straight Line Roofing,,30180,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30180,Northwest,1,14
5/1/20,May,2020,Spiffy Clean Of Liberty,Carrollton,30116,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30116,Northwest,1,1
8/31/20,Aug,2020,CDI Head Start (Carrollton - Rome St.),Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,17
8/31/20,Aug,2020,CDI Head Start (Carrollton - Willie North HS),Carrollton,30117,Carroll County,13045,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30117,Northwest,1,20
4/29/08,Apr,2008,Shaw Industries,Ringgold,30736,Catoosa County,13047,"Chattanooga, TN-GA",16860,30736,Northwest,1,67
8/6/08,Aug,2008,Southern Industrial Fabrics,Rossville,30741,Catoosa County,13047,"Chattanooga, TN-GA",16860,30741,Northwest,1,12
9/30/08,Sep,2008,Mohawk Industries,Fort Oglethorpe,30742,Catoosa County,13047,"Chattanooga, TN-GA",16860,30742,Northwest,1,231
11/4/08,Nov,2008,Hutcheson Medical Center,Fort Oglethorpe,30742,Catoosa County,13047,"Chattanooga, TN-GA",16860,30742,Northwest,1,88
9/8/09,Sep,2009,Shaw Industries,Ringgold,30736,Catoosa County,13047,"Chattanooga, TN-GA",16860,30736,Northwest,1,431
10/4/10,Oct,2010,Propex,Ringgold,30736,Catoosa County,13047,"Chattanooga, TN-GA",16860,30736,Northwest,1,80
10/15/15,Oct,2015,Hutcheson Medical Center,Fort Oglethorpe,30742,Catoosa County,13047,"Chattanooga, TN-GA",16860,30742,Northwest,1,169
3/23/09,Mar,2009,"West Fraser, Inc.",Folkston,31537,Charlton County,13049,,,31537,Coastal,1,100
9/30/20,Sep,2020,"GEO Secure Services, LLC",Folkston,31537,Charlton County,13049,,,31537,Coastal,1,316
4/30/08,Apr,2008,Sitel,Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,120
11/12/08,Nov,2008,Great Dane Lp,Savannah,31415,Chatham County,13051,"Savannah, GA",42340,31415,Coastal,1,266
12/9/08,Dec,2008,Tronox,Savannah,31404,Chatham County,13051,"Savannah, GA",42340,31404,Coastal,1,40
2/27/09,Feb,2009,Tronox,Savannah,31404,Chatham County,13051,"Savannah, GA",42340,31404,Coastal,1,212
4/3/09,Apr,2009,Convergys,Savannah,31402,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,60
5/4/09,May,2009,Gulfstream,Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,300
5/20/09,May,2009,"Rogers-premier Enterprises,llc",Savannah,31407,Chatham County,13051,"Savannah, GA",42340,31407,Coastal,1,100
6/23/09,Jun,2009,American Coach,Garden City,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,57
3/8/10,Mar,2010,Decrane Aerospace Precision Patterns,Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,90
6/28/10,Jun,2010,Midcoast Aviation Dba Savannah Air Center,Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,359
7/22/10,Jul,2010,"Cahaba Govt Benefit Administrators, Llc",Savannah,31419,Chatham County,13051,"Savannah, GA",42340,31419,Coastal,1,155
6/3/11,Jun,2011,"Citi Trends, Inc.(savannah Distribution Center)",Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,107
7/6/11,Jul,2011,Csc Applied Technology Group,Savannah,31409,Chatham County,13051,"Savannah, GA",42340,31409,Coastal,1,444
7/15/11,Jul,2011,Memorial Health,Savannah,31403,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,228
12/5/11,Dec,2011,"Premier Warehousing Ventures, Llc",Savannah,31407,Chatham County,13051,"Savannah, GA",42340,31407,Coastal,1,108
2/24/12,Feb,2012,Food Lion Savannah 4 Locations,Savannah,31405,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,160
5/31/12,May,2012,Sodexo Inc,Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,214
1/4/13,Jan,2013,Roadlink Workforce Solutions,Savannah,31407,Chatham County,13051,"Savannah, GA",42340,31407,Coastal,1,42
4/5/13,Apr,2013,Veolia Transportation,Savannah,32401,Chatham County,13051,"Savannah, GA",42340,32401,Coastal,1,205
5/9/13,May,2013,L3 Communications,Hunter Army Airfield,31409,Chatham County,13051,"Savannah, GA",42340,31409,Coastal,1,41
11/15/13,Nov,2013,US Department of Defense,,31314,Chatham County,13051,"Savannah, GA",42340,31314,Coastal,1,53
3/31/14,Mar,2014,"Consolidated Transport Systems, Inc.",Garden City,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,44
9/1/14,Sep,2014,United Arab Shipping Company,Savannah,31405,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,20
3/20/15,Mar,2015,L-3 Army Sustainment Division/RASM-E Program,Savannah,31409,Chatham County,13051,"Savannah, GA",42340,31409,Coastal,1,82
6/30/15,Jun,2015,First Student,Savannah,31415,Chatham County,13051,"Savannah, GA",42340,31415,Coastal,1,564
12/15/15,Dec,2015,Gulfstream,Savannah,31402,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,349
5/27/16,May,2016,"Reliant Transportation, inc.",Savannah,31415,Chatham County,13051,"Savannah, GA",42340,31415,Coastal,1,720
2/3/18,Feb,2018,Conifer Health Solutions,Savannah,31404,Chatham County,13051,"Savannah, GA",42340,31404,Coastal,1,158
5/11/18,May,2018,Sodexo,Savannah,31419,Chatham County,13051,"Savannah, GA",42340,31419,Coastal,1,89
6/30/18,Jun,2018,Anthem,Savannah,31405,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,78
6/7/19,Jun,2019,Nathan Howard,Savannah,31419,Chatham County,13051,"Savannah, GA",42340,31419,Coastal,1,1
6/30/19,Jun,2019,Genesis Medical Spa of Savannah LLC,,31405,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,1
10/15/19,Oct,2019,Gulfstream,Savannah,31402,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,362
3/15/20,Mar,2020,Bloomin Brands (Outback 1133),Savannah,31419,Chatham County,13051,"Savannah, GA",42340,31419,Coastal,1,70
3/15/20,Mar,2020,Bloomin Brands (Bonefish 1703),Savannah,31405,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,51
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 6110),Savannah,31419,Chatham County,13051,"Savannah, GA",42340,31419,Coastal,1,73
3/15/20,Mar,2020,Hyatt Corporation,Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,97
3/17/20,Mar,2020,Perry Lane Hotel,Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,100
3/18/20,Mar,2020,Prohibition,,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,42
3/18/20,Mar,2020,MAXIMUM SOLUTIONS GROUP LLC,Pooler,31322,Chatham County,13051,"Savannah, GA",42340,31322,Coastal,1,10
3/20/20,Mar,2020,"Flotel II, Inc.",Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,32
3/20/20,Mar,2020,"300 West Bay, LLC",Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,10
3/20/20,Mar,2020,"NP Bay Ventures, LLC",Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,27
3/21/20,Mar,2020,"SW Hotels & Resorts WW, LLC (Westin Savannah)",Savannah,31421,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,244
3/22/20,Mar,2020,37th St Cooking Inc,Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,45
3/23/20,Mar,2020,"Dockside Fish, inc.",Savannah,31401,Chatham County,13051,"Savannah, GA",42340,31401,Coastal,1,20
3/25/20,Mar,2020,Old Town Trolley Tours,Savannah,31415,Chatham County,13051,"Savannah, GA",42340,31415,Coastal,1,168
3/25/20,Mar,2020,Carol's Pampered Pets,,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,4
4/1/20,Apr,2020,"The Finish Line, Inc.",Savannah,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,2
4/1/20,Apr,2020,Emergency Dental Service LLC,Savannah,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,5
4/2/20,Apr,2020,Coastal Center for Developmental Services,Savannah,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,132
4/4/20,Apr,2020,Vision Works (Pooler),Pooler,31322,Chatham County,13051,"Savannah, GA",42340,31322,Coastal,1,6
4/4/20,Apr,2020,Vision Works (Savannah),Savannah,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,4
4/12/20,Apr,2020,"The Finish Line, Inc.",Savannah,31406,Chatham County,13051,"Savannah, GA",42340,31406,Coastal,1,14
5/1/20,May,2020,Gulfstream Aerospace Corporation,Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,650
5/4/20,May,2020,Concentrix,Savannah,31419,Chatham County,13051,"Savannah, GA",42340,31419,Coastal,1,139
8/8/20,Aug,2020,Diamond Crystal Brands Inc.,Savannah,31405,Chatham County,13051,"Savannah, GA",42340,31405,Coastal,1,211
8/28/20,Aug,2020,Avis Budget Group,Savannah,31408,Chatham County,13051,"Savannah, GA",42340,31408,Coastal,1,3
