Date,Month,Year,Company,City,ZIP,County,FIPS,MSA,CBSA,ZCTA,CDRegion,Companies,Employees
7/31/14,Jul,2014,Sanmina Corporation,Hapeville,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,113
8/29/14,Aug,2014,Fulton County Housing and Human Services,Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,27
9/15/14,Sep,2014,Anthem Education,Atlanta,30324,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30324,Metro West,1,47
9/26/14,Sep,2014,Prentiss LLC,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,11
9/30/14,Sep,2014,Turner Broadcasting,Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,764
11/18/14,Nov,2014,Bank of America,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,51
11/21/14,Nov,2014,ISTA North America,Alpharetta,30005,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro West,1,78
1/15/15,Jan,2015,Generation Mortgage Company,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,64
2/27/15,Feb,2015,Sony,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,100
3/6/15,Mar,2015,"Infosys McCamish Systems, LLC.",Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,61
3/31/15,Mar,2015,Generation Mortgage Company,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,25
4/15/15,Apr,2015,"Affinity Specialty Apparel, Inc.",Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,76
5/1/15,May,2015,AIG,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,365
5/26/15,May,2015,"New Breed Leasing of New Jersey, Inc.",Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,89
5/29/15,May,2015,The Intown Academy,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,60
6/5/15,Jun,2015,Hancock-Able Services LLC,Hapeville,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,135
7/31/15,Jul,2015,Generation Mortgage Company,Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,76
9/1/15,Sep,2015,Kaplan,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,77
11/15/15,Nov,2015,Aramark,Atlanta,30315,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30315,Metro West,1,1078
11/17/15,Nov,2015,Triple Crown Services,East Point,30344,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30344,Metro West,1,240
12/27/15,Dec,2015,Gannett Publishing Service,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,34
12/28/15,Dec,2015,Barclays Capital,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,11
1/20/16,Jan,2016,WestRock,Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,66
1/23/16,Jan,2016,INPAX Shipping Solutions,Atlanta,30315,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30315,Metro West,1,37
2/16/16,Feb,2016,Advance Auto Parts,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,8
2/29/16,Feb,2016,American Residential Properties,Atlanta,30342,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30342,Metro West,1,2
2/29/16,Feb,2016,"Masterack, Division of Leggett & Platt",Atlanta,30316,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30316,Metro West,1,121
3/10/16,Mar,2016,Mycom North America,Roswell,30076,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30076,Metro West,1,11
3/15/16,Mar,2016,"Delta Global Services, LLC.",Atlanta,30320,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,275
3/25/16,Mar,2016,Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,30324,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30324,Metro West,1,371
4/30/16,Apr,2016,Maslow Media Group,Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,1
5/1/16,May,2016,Georgia Department of Agriculture,Atlanta,30334,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30334,Metro West,1,52
5/20/16,May,2016,American Hospice/Embracing Hospice,Atlanta,30342,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30342,Metro West,1,49
7/28/16,Jul,2016,TriEpiz Lab Group LLC,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,5
8/11/16,Aug,2016,"Benchmark Brands, Inc.",Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,156
8/29/16,Aug,2016,Core Logic,Atlanta,30328,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30328,Metro West,1,36
12/30/16,Dec,2016,Athena Healthcare,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,49
12/31/16,Dec,2016,Corizon Health,Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,208
2/1/17,Feb,2017,DAL Global Services,Atlanta,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,52
2/12/17,Feb,2017,Whole Food Market,Roswell,30076,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30076,Metro West,1,149
2/27/17,Feb,2017,Kenco,Fairburn,30213,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30213,Metro West,1,71
3/1/17,Mar,2017,Windstream Communications,Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,55
3/20/17,Mar,2017,Burris Logistics,Atlanta,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,167
3/31/17,Mar,2017,Newell Brands,Atlanta,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,258
3/31/17,Mar,2017,bebe,Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,13
5/12/17,May,2017,Walmart,Roswell,30075,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30075,Metro West,1,68
5/12/17,May,2017,Sheraton Atlanta Airport Hotel,Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,145
5/27/17,May,2017,bebe,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,19
6/1/17,Jun,2017,Zep Inc,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,70
6/1/17,Jun,2017,Zep Inc,Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,88
6/23/17,Jun,2017,Walmart,Alpharetta,30009,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30009,Metro West,1,73
6/30/17,Jun,2017,Sodexo,Atlanta,30317,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30317,Metro West,1,372
6/30/17,Jun,2017,Dollar Express,Atlanta,30310,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30310,Metro West,1,7
6/30/17,Jun,2017,Dollar Express,Atlanta,30315,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30315,Metro West,1,9
6/30/17,Jun,2017,Dollar Express,Atlanta,30310,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30310,Metro West,1,12
6/30/17,Jun,2017,Dollar Express,Atlanta,30350,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30350,Metro West,1,5
6/30/17,Jun,2017,Dollar Express,Atlanta,30329,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro West,1,9
6/30/17,Jun,2017,Dollar Express,Atlanta,30315,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30315,Metro West,1,12
6/30/17,Jun,2017,Millwood,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,97
6/30/17,Jun,2017,Dollar Express,Atlanta,30311,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30311,Metro West,1,11
7/15/17,Jul,2017,Coca-Cola,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,59
7/15/17,Jul,2017,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,28
7/15/17,Jul,2017,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,334
7/29/17,Jul,2017,Kellogg's,Union City,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,181
8/6/17,Aug,2017,B & B Bacrach,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,5
8/22/17,Aug,2017,DSC Logistics,Atlanta,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,109
8/28/17,Aug,2017,ExpressJet Airlines,Atlanta,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,50
8/31/17,Aug,2017,WestRock,Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,71
10/10/17,Oct,2017,Menzies Aviation,Atlanta,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,298
10/20/17,Oct,2017,"American Transitional Hospitals,LLC dba Select Specialty Hospital",Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,116
11/15/17,Nov,2017,"ABM Aviation, Inc",Atlanta,30320,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,1179
12/18/17,Dec,2017,Athena Healthcare,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,61
12/31/17,Dec,2017,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,128
12/31/17,Dec,2017,Coca-Cola,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,46
12/31/17,Dec,2017,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,5
1/8/18,Jan,2018,Zenith,Atlanta,30331,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30331,Metro West,1,46
1/30/18,Jan,2018,MWI  Animal Health,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,47
2/26/18,Feb,2018,Comcast,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,405
2/28/18,Feb,2018,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,47
2/28/18,Feb,2018,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,5
2/28/18,Feb,2018,Coca-Cola,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,1
4/30/18,Apr,2018,Coca-Cola,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,231
5/3/18,May,2018,DHL,Union City,30291,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30291,Metro West,1,498
5/15/18,May,2018,Toyota of Union City,Union City,30291,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30291,Metro West,1,100
5/30/18,May,2018,US HealthWorks,Alpharetta,30005,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro West,1,70
7/2/18,Jul,2018,Parsec,Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,206
7/18/18,Jul,2018,"Owens-Brockway Glass Container, Inc.",Atlanta,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,256
7/31/18,Jul,2018,Belks,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,99
7/31/18,Jul,2018,Morrison Healthcare (Food Service Div),Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,162
8/2/18,Aug,2018,"Bob McCormick and Associates, Inc",,30342,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30342,Metro West,1,1
11/18/18,Nov,2018,Sodexo-Atlanta Medical Center,Atlanta,30312,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30312,Metro West,1,81
11/24/18,Nov,2018,Bank of America,Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,100
12/18/18,Dec,2018,"Legal Sea Foods, LLC",Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,78
12/31/18,Dec,2018,"Conifer Revenue Cycle Solutions, LLC",Atlanta,30312,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30312,Metro West,1,83
12/31/18,Dec,2018,"Conifer Revenue Solutions, LLC",Roswell,30076,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30076,Metro West,1,54
1/1/19,Jan,2019,ABM,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,144
1/1/19,Jan,2019,ABM,Atlanta,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,32
1/17/19,Jan,2019,Cabot Corporation,Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,67
3/1/19,Mar,2019,Facet Technologies,Atlanta,30344,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30344,Metro West,1,119
3/31/19,Mar,2019,"Jacobson Warehouse Company, Inc.",Fairburn,30213,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30213,Metro West,1,48
3/31/19,Mar,2019,"Worldpay, LLC",Atlanta,30363,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30363,Metro West,1,234
4/22/19,Apr,2019,The RAD Group,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,10
4/26/19,Apr,2019,Kellogg Company,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,20
6/19/19,Jun,2019,Arcadia Group (USA) Limited,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,39
6/30/19,Jun,2019,"Sodexo, Inc.",Atlanta,30332,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30332,Metro West,1,278
6/30/19,Jun,2019,"Aramark Educational Services, LLC",Atlanta,30317,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30317,Metro West,1,416
7/15/19,Jul,2019,DHL Supply Chain,Union City,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,85
9/8/19,Sep,2019,255 peter;s street lounge,,30313,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30313,Metro West,1,50
9/9/19,Sep,2019,CoStar Group,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,119
9/15/19,Sep,2019,ABM Aviation,Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,202
9/27/19,Sep,2019,CoStar Group,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,54
10/10/19,Oct,2019,Kellogg Company,Atlanta,30336,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30336,Metro West,1,108
10/29/19,Oct,2019,Cox Media Group,Atlanta,30328,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30328,Metro West,1,87
12/1/19,Dec,2019,Inpax,Atlanta,30316,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30316,Metro West,1,62
1/3/20,Jan,2020,Walmart,Atlanta,30349,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30349,Metro West,1,20
2/1/20,Feb,2020,"Mahogany Interiors, LLC",Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,2
3/2/20,Mar,2020,"Austrian Motors, Ltd",Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,5
3/9/20,Mar,2020,"Absolute Entertainment, Inc",Milton,30004,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30004,Metro West,1,2
3/12/20,Mar,2020,Atrium Hospitality,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,145
3/13/20,Mar,2020,The Peachtree Club,Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,9
3/13/20,Mar,2020,Embassy Suites Atlanta Buckhead,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,45
3/14/20,Mar,2020,"Marriott Hotel Services, Inc (Atlanta Marquis)",Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,784
3/14/20,Mar,2020,"Marriott Hotel Services, Inc. (Midtown)",Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,77
3/14/20,Mar,2020,Starwood Hotels & Resorts WW LLC (W Atl Buckhead),Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,115
3/14/20,Mar,2020,"SW Hotels & Resorts WW, LLC (The St. Regis Atl.)",Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,243
3/14/20,Mar,2020,SW Hotels & Resort (W Atlanta Midtown),Atlanta,30361,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,212
3/15/20,Mar,2020,Bloomin Brands (Bonefish 1704),Alpharetta,30005,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30005,Metro West,1,44
3/15/20,Mar,2020,Bloomin Brands (Outback 1173),Atlanta,30346,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro West,1,53
3/15/20,Mar,2020,Bloomin Brands (Outback 1113),Atlanta,30329,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30329,Metro West,1,73
3/15/20,Mar,2020,Bloomin Brands (Flemings 2101),Atlanta,30346,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro West,1,50
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 6115),Atlanta,30346,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30346,Metro West,1,43
3/15/20,Mar,2020,Bloomin Brands (Outback 1126),Roswell,30075,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30075,Metro West,1,43
3/15/20,Mar,2020,Bloomin Brands (Bonefish 1712),Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,62
3/15/20,Mar,2020,Bloomin Brands (Carrabbas 1105),Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,51
3/15/20,Mar,2020,"Marriott Hotel Services, Inc. (Buckhead)",Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,156
3/15/20,Mar,2020,Inspire Restaurant Group LLC,Atlanta,30312,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30312,Metro West,1,30
3/15/20,Mar,2020,Bloomin Brands (Outback 1175),Alpharetta,30022,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30022,Metro West,1,70
3/16/20,Mar,2020,"Pot Likker Creations, LLC",Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,100
3/16/20,Mar,2020,Kai Kare LLC,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,34
3/16/20,Mar,2020,Punch Bowl Social,Atlanta,30339,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30339,Metro West,1,173
3/16/20,Mar,2020,"Global Concessions, Inc.",Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,100
3/16/20,Mar,2020,"Global Concessions, II",Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,100
3/17/20,Mar,2020,Regal Corporate Headquarters,Atlanta,30363,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30363,Metro West,1,43
3/17/20,Mar,2020,"Marriott Hotel Services, Inc. (Atl Airport)",Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,229
3/17/20,Mar,2020,"Master Creations, Inc.",Atlanta,30331,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30331,Metro West,1,4
3/17/20,Mar,2020,Renaissance Atlanta Midtown Hotel,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,52
3/17/20,Mar,2020,YogaWorks-Buckhead 7,,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,23
3/17/20,Mar,2020,"Renaissance Hotel Mgmt Co, LLC (Atl Airport)",Atlanta,30337,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30337,Metro West,1,86
3/17/20,Mar,2020,Yoga Works-Old Fourth Ward 9,Atlanta,30312,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30312,Metro West,1,24
3/17/20,Mar,2020,Waldorf Astoria Employer LLC,Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,91
3/17/20,Mar,2020,Big Daddy's Southern Cuisine,Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,7
3/18/20,Mar,2020,Miguel Wilson Collection,Atlanta,30326,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30326,Metro West,1,10
3/18/20,Mar,2020,Barcelona Wine Bar,Atlanta,30307,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30307,Metro West,1,70
3/18/20,Mar,2020,Barcelona Wine Bar,Atlanta,30318,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30318,Metro West,1,53
3/18/20,Mar,2020,My Stir Fry,Alpharetta,30009,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30009,Metro West,1,15
3/18/20,Mar,2020,"LAZ Parking Georgia, LLC",Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,304
3/19/20,Mar,2020,Kale Me Crazy,Atlanta,30305,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30305,Metro West,1,15
3/19/20,Mar,2020,BJS ROASTERS,,30324,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30324,Metro West,1,10
3/19/20,Mar,2020,KHRG Porsche Dr LLC (Kimpton Overland Hotel-Atl),Atlanta,30354,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30354,Metro West,1,108
3/19/20,Mar,2020,Uncle Julios,Atlanta,30309,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30309,Metro West,1,73
3/20/20,Mar,2020,Crowne Plaza Atlanta Airport,Atlanta,30344,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30344,Metro West,1,57
3/20/20,Mar,2020,"Quixote Studios, LLC",Atlanta,30316,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30316,Metro West,1,13
3/20/20,Mar,2020,"Phoenix Art Projects,Inc.",,30076,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30076,Metro West,1,6
3/20/20,Mar,2020,"Direct Auction Services, LLC",Fairburn,30213,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30213,Metro West,1,58
3/20/20,Mar,2020,Crestline Hotels & Resorts,Atlanta,30308,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30308,Metro West,1,113
3/21/20,Mar,2020,The Ritz-Carlton Hotel Co LLC,Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,294
3/21/20,Mar,2020,"SW Hotels & Resorts WW, LLC-Westin Atlanta",Atlanta,30303,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30303,Metro West,1,468
3/21/20,Mar,2020,Salon de la Vie,Roswell,30075,Fulton County,13121,"Atlanta-Sandy Springs-Alpharetta, GA",12060,30075,Metro West,1,8
